"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1181",656794,"Sean Newcomb","1181","100.0","0.236","0.139","0.282","0.375","0.302","0.302","0.237","61","259","86.9","11.0","2371","89.7","88.32","123","537","636","-1.4","5.48","109","151","112","149","306","324","294"
"1175",664285,"Framber Valdez","1175","100.0","0.267","0.152","0.319","0.419","0.345","0.323","0.253","74","277","89.5","-1.0","2429","88.1","87.15","133","510","659","-1.0","5.76","107","151","115","147","288","314","296"
"1166",543507,"Trevor May","1166","100.0","0.184","0.132","0.233","0.316","0.258","0.284","0.202","43","234","87.5","18.2","2363","91.0","92.00","162","539","622","1.0","6.73","108","154","115","147","297","326","295"
"1162",593144,"Richard Rodriguez","1162","100.0","0.252","0.182","0.280","0.434","0.318","0.301","0.237","65","258","89.8","16.8","2488","91.5","91.57","134","564","592","0.1","6.40","108","148","120","147","308","325","301"
"1159",570663,"Hansel Robles","1159","100.0","0.221","0.111","0.283","0.332","0.256","0.269","0.225","58","262","88.2","14.8","2237","93.7","93.12","154","583","574","-0.6","5.88","112","150","114","148","292","317","292"
"1158",493603,"Adam Ottavino","1158","100.0","0.198","0.110","0.286","0.308","0.278","0.271","0.184","47","237","85.1","15.0","2645","87.7","88.09","137","448","707","0.4","6.57","107","152","113","148","295","324","288"
"1157",446321,"Ross Detwiler","1157","100.0","0.305","0.266","0.304","0.571","0.393","0.385","0.303","86","282","89.6","9.6","2094","87.8","86.32","88","542","612","-1.5","5.25","108","150","114","146","295","319","293"
"1157",571656,"Buck Farmer","1157","100.0","0.247","0.175","0.310","0.422","0.316","0.314","0.245","62","251","88.4","9.0","2283","90.0","89.35","159","533","618","-0.7","5.83","109","148","114","148","297","330","290"
"1154",433589,"Yusmeiro Petit","1154","100.0","0.194","0.167","0.214","0.361","0.243","0.271","0.216","57","294","86.6","20.5","2149","85.1","86.29","143","567","582","1.2","6.90","111","148","120","150","299","324","299"
"1151",612672,"Wei-Yin Chen","1151","100.0","0.311","0.246","0.353","0.557","0.383","0.347","0.282","87","280","88.9","13.6","2177","85.9","85.72","117","580","560","-0.2","6.05","108","151","118","147","300","324","296"
"1149",642607,"Dario Agrazal","1149","100.0","0.283","0.214","0.285","0.497","0.358","0.348","0.280","82","290","86.6","13.9","2180","88.8","88.05","84","523","612","-0.7","5.72","110","148","120","148","306","326","299"
"1145",592346,"Chi Chi Gonzalez","1145","100.0","0.246","0.200","0.261","0.446","0.337","0.349","0.269","59","240","87.1","11.1","2371","89.4","88.51","102","497","644","-0.9","5.45","114","152","118","147","307","334","307"
"1144",606965,"Chris Devenski","1144","100.0","0.256","0.215","0.298","0.470","0.331","0.306","0.239","69","270","87.8","19.2","2093","88.2","87.05","157","557","584","-1.1","5.55","111","153","120","150","289","316","297"
"1143",453172,"Jared Hughes","1143","100.0","0.224","0.200","0.233","0.424","0.310","0.314","0.248","57","255","88.5","0.7","1881","89.7","89.58","122","540","598","-0.1","6.18","112","152","118","146","297","317","289"
"1142",657624,"Josh James","1142","100.0","0.203","0.172","0.308","0.374","0.307","0.263","0.171","46","227","89.7","17.3","2362","93.1","92.62","189","516","619","-0.5","6.01","111","152","117","150","288","315","297"
"1142",607352,"Joe Biagini","1142","100.0","0.281","0.233","0.318","0.514","0.363","0.358","0.285","71","253","88.1","9.1","2155","89.9","89.22","149","526","613","-0.7","5.85","111","153","119","149","301","323","297"
"1141",606149,"Giovanny Gallegos","1141","100.0","0.170","0.151","0.222","0.320","0.233","0.253","0.188","44","259","88.4","19.7","2343","90.0","88.22","198","572","565","-1.8","5.30","113","151","111","149","297","322","298"
"1138",605452,"Joe Ross","1138","100.0","0.291","0.157","0.351","0.449","0.359","0.354","0.269","74","254","86.8","9.3","2045","91.2","91.49","126","535","597","0.3","6.36","113","149","113","148","298","315","297"
"1136",458708,"Josh Tomlin","1136","100.0","0.267","0.195","0.279","0.463","0.312","0.312","0.271","82","307","88.1","17.2","2435","85.6","84.34","115","579","554","-1.3","5.29","110","150","114","150","306","325","297"
"1133",628452,"Raisel Iglesias","1133","100.0","0.240","0.201","0.318","0.441","0.311","0.281","0.221","61","254","87.2","20.2","2292","90.5","89.69","188","553","574","-0.8","5.72","117","154","116","145","293","315","290"
"1133",434538,"Francisco Liriano","1133","100.0","0.232","0.151","0.274","0.382","0.312","0.308","0.230","60","259","84.6","8.6","2027","89.6","89.58","163","535","588","0.0","6.15","109","149","117","146","308","324","296"
"1132",542888,"Shawn Armstrong","1132","100.0","0.282","0.167","0.349","0.449","0.350","0.343","0.259","66","234","87.6","20.3","2584","91.1","91.33","148","553","573","0.2","6.34","103","151","115","145","302","325","298"
"1126",593576,"Hector Neris","1126","100.0","0.186","0.153","0.241","0.339","0.268","0.275","0.199","45","242","88.2","12.3","1843","89.6","89.02","210","545","572","-0.6","5.91","111","151","116","150","300","324","295"
"1124",598287,"Noe Ramirez","1124","100.0","0.232","0.165","0.299","0.398","0.300","0.285","0.218","59","254","87.3","16.3","2346","83.2","81.94","158","509","609","-1.3","5.52","111","151","115","146","295","318","290"
"1119",650895,"Diego Castillo","1119","100.0","0.230","0.144","0.302","0.374","0.294","0.262","0.196","59","257","87.1","8.0","2232","93.3","91.41","165","507","604","-1.9","5.18","109","154","114","147","292","324","297"
"1116",465657,"Joakim Soria","1116","100.0","0.202","0.139","0.253","0.341","0.264","0.288","0.219","51","252","87.3","15.0","2347","88.4","88.39","155","538","575","0.0","6.25","112","150","122","151","303","326","300"
"1112",520980,"Pedro Baez","1112","100.0","0.174","0.113","0.215","0.287","0.242","0.252","0.188","43","247","86.6","20.9","2122","91.1","91.01","182","569","532","-0.1","6.11","110","158","118","144","297","319","296"
"1110",642397,"Gregory Soto","1110","100.0","0.308","0.188","0.344","0.496","0.376","0.375","0.298","74","240","90.5","8.1","2321","92.5","93.25","101","508","598","0.8","6.65","106","147","115","146","298","330","291"
"1109",518553,"Steve Cishek","1109","100.0","0.210","0.118","0.246","0.328","0.287","0.313","0.228","48","229","84.5","11.4","2339","85.8","87.60","109","482","618","1.8","7.28","111","151","111","152","295","320","295"
"1107",607231,"John Gant","1107","100.0","0.217","0.106","0.275","0.323","0.285","0.292","0.233","51","235","87.0","9.4","2302","90.4","90.29","143","521","585","-0.1","6.23","110","148","110","147","299","322","298"
"1101",623433,"Nick Anderson","1101","100.0","0.214","0.160","0.349","0.374","0.273","0.259","0.197","52","243","89.6","20.1","2239","90.8","89.92","225","593","504","-0.9","5.79","110","156","119","148","301","326","301"
"1096",453178,"Ian Kennedy","1096","100.0","0.261","0.102","0.349","0.363","0.294","0.277","0.225","64","245","87.6","13.4","2433","91.7","91.77","128","527","566","0.1","6.25","113","150","116","143","301","326","307"
"1092",571710,"Mychal Givens","1092","100.0","0.213","0.213","0.271","0.426","0.307","0.303","0.220","49","230","88.6","14.4","2356","92.5","92.38","187","546","542","-0.1","6.17","107","153","116","146","299","324","296"
"1076",457915,"Javy Guerra","1076","100.0","0.251","0.176","0.284","0.427","0.305","0.312","0.255","67","267","88.7","16.9","2061","89.1","88.06","107","571","501","-1.0","5.61","114","151","118","148","303","315","296"
"1076",643316,"Paul Fry","1076","100.0","0.247","0.155","0.299","0.402","0.329","0.314","0.241","54","219","87.2","2.2","2550","87.5","87.12","117","452","615","-0.4","5.95","106","153","114","147","298","325","299"
"1075",641941,"Emilio Pagan","1075","100.0","0.179","0.190","0.228","0.369","0.248","0.221","0.174","45","252","89.3","21.2","2436","92.3","92.65","207","589","483","0.4","6.53","110","166","120","148","295","325","301"
"1075",448281,"Sean Doolittle","1075","100.0","0.260","0.202","0.315","0.463","0.325","0.305","0.236","63","242","90.1","23.8","2219","92.1","91.84","149","634","437","-0.3","6.03","112","151","113","148","306","320","297"
"1073",621242,"Edwin Diaz","1073","100.0","0.258","0.244","0.381","0.502","0.348","0.277","0.207","58","225","89.7","15.7","2370","94.7","95.47","209","552","514","0.8","6.67","115","149","112","145","298","319","298"
"1072",607229,"Robert Gsellman","1072","100.0","0.261","0.167","0.317","0.429","0.329","0.294","0.239","64","245","85.3","11.8","2284","91.6","90.73","133","504","557","-0.9","5.76","114","151","111","147","299","319","296"
"1068",453343,"Mark Melancon","1068","100.0","0.270","0.087","0.349","0.357","0.294","0.286","0.257","71","263","88.7","3.0","2444","88.6","88.23","124","481","584","-0.4","6.03","108","149","113","147","302","326","296"
"1068",445276,"Kenley Jansen","1068","100.0","0.213","0.171","0.273","0.383","0.280","0.266","0.211","51","240","84.6","18.4","2506","90.7","92.39","184","568","492","1.7","7.04","114","158","115","146","294","318","296"
"1065",573124,"Taylor Rogers","1065","100.0","0.225","0.128","0.313","0.353","0.269","0.258","0.207","58","258","86.6","6.2","2304","88.3","87.32","125","482","577","-1.0","5.62","107","153","114","145","298","326","293"
"1061",543045,"Adam Conley","1061","100.0","0.308","0.215","0.357","0.522","0.379","0.337","0.270","76","247","87.2","16.0","2242","91.6","91.16","125","538","515","-0.4","6.13","106","153","118","146","300","322","297"
"1056",641729,"Joe Jimenez","1056","100.0","0.243","0.230","0.319","0.474","0.338","0.303","0.215","56","230","88.1","21.8","2452","92.4","92.44","166","526","522","0.0","6.34","111","150","115","149","301","333","296"
"1054",605240,"Jace Fry","1054","100.0","0.218","0.153","0.289","0.371","0.324","0.330","0.234","44","202","88.4","4.3","2444","87.3","85.58","155","424","625","-1.7","5.13","109","149","112","147","290","318","296"
"1053",472610,"Luis Garcia","1053","100.0","0.257","0.186","0.284","0.443","0.346","0.349","0.269","61","237","87.8","9.4","1955","91.0","91.07","140","471","571","0.1","6.19","111","148","114","147","294","317","291"
"1053",596133,"Luke Weaver","1053","100.0","0.227","0.140","0.292","0.368","0.277","0.306","0.253","55","242","89.3","14.0","2105","89.5","88.85","127","489","554","-0.7","5.78","112","153","116","152","299","330","304"
"1053",592612,"Josh Osich","1053","100.0","0.242","0.227","0.260","0.469","0.315","0.311","0.253","62","256","87.8","9.7","2260","88.6","87.74","141","510","541","-0.9","5.58","112","151","116","148","291","320","296"
"1052",594986,"Kyle Ryan","1052","100.0","0.243","0.097","0.301","0.341","0.294","0.297","0.241","55","226","88.6","5.9","2130","87.4","87.27","107","453","594","-0.1","6.07","110","150","110","150","295","321","296"
"1048",596043,"Daniel Mengden","1048","100.0","0.254","0.168","0.283","0.422","0.325","0.331","0.263","59","232","88.9","18.7","2195","86.7","86.81","68","449","597","0.1","6.27","111","149","118","151","298","323","299"
"1044",606131,"Luis Perdomo","1044","100.0","0.252","0.120","0.296","0.372","0.292","0.308","0.264","69","274","89.4","4.8","1994","90.9","90.08","100","504","533","-0.8","5.66","114","151","115","148","305","328","306"
"1043",519293,"Will Smith","1043","100.0","0.196","0.162","0.277","0.357","0.264","0.265","0.207","46","235","88.9","13.5","2242","86.4","85.92","170","495","544","-0.5","5.86","109","150","114","146","305","332","302"
"1041",544727,"Jeurys Familia","1041","100.0","0.274","0.164","0.350","0.438","0.359","0.330","0.247","62","226","86.7","8.1","2171","93.6","92.44","124","433","599","-1.2","5.57","111","149","111","145","295","314","293"
"1039",607481,"Aaron Bummer","1039","100.0","0.184","0.068","0.229","0.252","0.237","0.256","0.206","43","234","88.8","-3.4","2075","93.6","93.32","119","489","545","-0.3","5.94","109","148","111","146","292","319","297"
"1038",606625,"Reyes Moronta","1038","100.0","0.197","0.101","0.274","0.298","0.276","0.296","0.197","41","208","87.2","18.1","2425","91.9","91.64","130","438","586","-0.3","5.96","108","148","113","147","301","327","295"
"1030",518452,"Chad Bettis","1030","100.0","0.301","0.197","0.329","0.498","0.365","0.322","0.271","78","259","89.6","2.2","1927","88.5","88.45","100","478","543","-0.1","5.92","111","152","114","147","307","333","306"
"1028",596112,"Robert Stephenson","1028","100.0","0.182","0.195","0.231","0.377","0.265","0.250","0.194","43","236","86.7","18.8","2584","88.4","87.92","201","512","513","-0.5","5.71","116","153","118","145","293","313","289"
"1027",592468,"Nick Kingham","1027","100.0","0.341","0.258","0.390","0.598","0.420","0.357","0.285","78","229","86.6","12.9","2260","88.0","87.22","97","484","536","-0.8","5.69","110","150","120","148","304","324","301"
"1026",592454,"Tommy Kahnle","1026","100.0","0.200","0.164","0.279","0.364","0.275","0.262","0.201","45","225","88.0","5.8","1871","92.6","93.13","191","526","496","0.5","6.55","109","152","115","149","294","323","289"
"1023",595014,"Blake Treinen","1023","100.0","0.257","0.159","0.308","0.416","0.339","0.334","0.252","58","226","87.1","12.0","2380","94.9","93.19","135","506","515","-1.7","5.28","109","147","117","148","300","324","299"
"1022",656685,"Brett Martin","1022","100.0","0.280","0.136","0.340","0.416","0.318","0.320","0.269","72","257","89.8","6.6","2295","89.1","89.06","145","522","491","0.0","6.18","108","152","114","147","293","321","299"
"1021",489446,"Kirby Yates","1021","100.0","0.186","0.077","0.328","0.262","0.230","0.224","0.171","41","221","86.5","11.1","1925","90.4","89.17","174","503","507","-1.2","5.58","117","152","115","151","302","326","306"
"1021",592135,"Cam Bedrosian","1021","100.0","0.207","0.129","0.253","0.336","0.273","0.301","0.229","48","232","88.7","10.6","2497","87.9","87.22","135","448","565","-0.7","5.80","112","150","114","148","293","318","293"
"1020",453284,"Blake Parker","1020","100.0","0.235","0.204","0.267","0.438","0.319","0.349","0.271","53","226","88.0","14.2","1819","85.1","85.71","122","446","569","0.6","6.60","109","152","116","148","298","324","294"
"1019",592229,"Dylan Covey","1019","100.0","0.306","0.200","0.326","0.506","0.376","0.401","0.331","75","245","88.7","10.3","1993","90.8","90.18","83","462","553","-0.6","5.70","108","150","113","148","295","322","297"
"1016",593140,"Michael Feliz","1016","100.0","0.212","0.202","0.264","0.413","0.309","0.295","0.205","44","208","86.6","17.7","2296","91.8","92.05","138","476","535","0.3","6.35","110","148","121","148","306","325","300"
"1016",605155,"Colten Brewer","1016","100.0","0.277","0.150","0.335","0.427","0.347","0.327","0.257","59","213","88.2","5.9","2595","87.7","86.50","120","432","580","-1.2","5.60","108","148","116","147","284","321","291"
"1005",458006,"Matt Albers","1005","100.0","0.239","0.158","0.283","0.396","0.314","0.309","0.237","53","222","86.3","6.9","2095","88.7","88.94","100","415","581","0.2","6.27","109","154","113","149","302","319","294"
"999",518774,"Matt Harvey","999","100.0","0.275","0.253","0.276","0.528","0.372","0.390","0.307","63","229","90.3","12.2","2248","89.0","87.92","94","446","547","-1.1","5.59","110","153","113","148","296","318","295"
"998",554340,"Yimi Garcia","998","100.0","0.178","0.249","0.172","0.427","0.280","0.257","0.183","40","225","86.6","22.5","2623","89.1","88.37","127","475","511","-0.7","5.68","114","157","119","145","297","318","293"
"997",542960,"Brad Brach","997","100.0","0.278","0.127","0.366","0.405","0.335","0.318","0.258","57","205","88.0","14.3","2195","90.6","89.50","130","477","516","-1.1","5.53","114","151","113","150","297","319","295"
"995",489265,"Sergio Romo","995","100.0","0.221","0.150","0.264","0.372","0.274","0.273","0.214","50","226","84.6","19.3","2552","80.0","79.39","147","485","507","-0.6","5.96","110","159","116","147","299","328","305"
"994",444468,"Hector Rondon","994","100.0","0.242","0.199","0.264","0.442","0.323","0.298","0.230","56","231","86.8","7.8","2146","92.9","92.69","107","472","516","-0.2","6.14","110","153","118","149","290","317","297"
"989",547973,"Aroldis Chapman","989","100.0","0.185","0.078","0.292","0.263","0.244","0.260","0.196","38","205","85.9","11.7","2492","94.2","94.75","147","466","521","0.5","6.55","106","151","113","148","296","323","287"
"987",642152,"Lou Trivino","987","100.0","0.265","0.161","0.320","0.426","0.336","0.296","0.230","61","230","85.5","14.5","2249","93.3","93.11","134","476","507","-0.2","6.07","110","147","118","150","299","323","299"
"984",501625,"Jose Alvarez","984","100.0","0.284","0.147","0.330","0.431","0.323","0.303","0.261","66","232","85.8","7.7","2264","87.4","87.53","116","507","471","0.1","6.34","109","150","117","149","297","322","294"
"981",584171,"Hector Velazquez","981","100.0","0.274","0.184","0.321","0.458","0.351","0.344","0.264","58","212","88.1","15.6","1920","88.1","88.62","106","445","529","0.5","6.45","112","149","117","148","284","321","293"
"980",608648,"Tyler Duffey","980","100.0","0.202","0.138","0.279","0.339","0.257","0.260","0.203","44","218","88.3","13.7","2404","88.6","88.42","164","495","480","-0.2","6.16","109","152","115","145","298","325","295"
"978",592222,"Alex Claudio","978","100.0","0.246","0.177","0.268","0.422","0.321","0.305","0.243","57","232","84.8","2.5","2094","79.6","78.28","109","446","516","-1.3","5.55","110","152","111","150","300","316","296"
"978",518489,"Ryan Brasier","978","100.0","0.238","0.173","0.286","0.411","0.309","0.338","0.261","51","214","88.5","16.1","2318","91.8","92.52","160","516","459","0.7","6.55","109","151","117","149","287","323","294"
"978",607237,"Amir Garrett","978","100.0","0.213","0.145","0.303","0.357","0.310","0.291","0.204","44","207","87.3","4.8","1936","89.8","89.89","166","429","542","0.1","6.38","115","152","117","146","292","315","289"
"975",621295,"Nick Wittgren","975","100.0","0.218","0.190","0.253","0.407","0.288","0.323","0.256","47","216","92.0","15.6","2184","89.7","90.32","106","455","519","0.6","6.57","111","153","118","150","290","314","289"
"975",595191,"Jerad Eickhoff","975","100.0","0.261","0.302","0.261","0.563","0.369","0.348","0.253","58","222","87.8","15.2","2562","83.1","82.74","115","435","531","-0.4","6.02","112","152","117","150","301","325","295"
"975",517008,"Alex Colome","975","100.0","0.191","0.159","0.217","0.350","0.264","0.327","0.244","42","220","90.7","9.8","2143","91.5","91.13","141","484","488","-0.4","5.95","112","150","113","148","294","322","295"
"972",453192,"Andrew Miller","972","100.0","0.225","0.175","0.283","0.400","0.324","0.308","0.213","45","200","87.7","16.8","2398","86.3","86.91","131","426","537","0.6","6.49","110","148","109","148","299","324","301"
"971",657024,"Erik Swanson","971","100.0","0.243","0.274","0.241","0.517","0.333","0.343","0.265","56","230","90.8","16.3","2172","90.4","90.85","107","472","496","0.5","6.50","108","153","114","147","293","321","294"
"966",573185,"Dan Straily","966","100.0","0.349","0.397","0.325","0.746","0.471","0.450","0.339","73","209","91.4","21.6","2255","86.9","86.47","80","434","526","-0.4","5.99","106","151","118","148","306","331","303"
"966",448179,"Rich Hill","966","100.0","0.223","0.172","0.284","0.395","0.295","0.269","0.213","48","215","84.6","8.5","2665","82.7","82.00","119","458","499","-0.7","5.95","112","156","113","145","294","313","291"
"963",453329,"Clay Buchholz","963","100.0","0.306","0.260","0.321","0.566","0.383","0.376","0.299","72","235","86.6","10.4","2155","83.0","82.81","93","454","506","-0.2","6.13","111","153","114","150","302","322","300"
"961",532077,"Roberto Osuna","961","100.0","0.190","0.131","0.236","0.321","0.240","0.257","0.209","45","237","86.0","13.5","2374","92.1","91.62","174","517","440","-0.5","5.99","111","154","116","150","294","321","301"
"959",572362,"Robbie Erlin","959","100.0","0.312","0.126","0.375","0.437","0.339","0.332","0.285","72","231","87.4","9.3","2271","86.0","85.42","109","459","499","-0.6","5.94","111","150","116","147","303","326","306"
"959",553878,"Felipe Vazquez","959","100.0","0.197","0.119","0.306","0.317","0.250","0.262","0.207","43","218","86.9","13.9","2610","93.4","92.42","140","482","473","-1.0","5.61","110","149","118","147","310","328","298"
"958",676606,"Nick Margevicius","958","100.0","0.307","0.239","0.332","0.546","0.384","0.362","0.294","73","238","87.1","8.9","2055","83.2","83.00","100","437","514","-0.2","6.05","113","153","112","149","306","328","305"
"949",572888,"Shane Greene","949","100.0","0.200","0.135","0.239","0.335","0.260","0.307","0.239","46","230","89.0","12.8","2355","88.4","86.97","114","434","509","-1.4","5.32","110","151","114","149","303","331","298"
"948",544365,"Manny Banuelos","948","100.0","0.303","0.227","0.333","0.530","0.392","0.367","0.282","60","198","87.9","15.1","2122","87.5","86.82","99","405","538","-0.7","5.87","108","149","110","146","292","316","296"
"946",543272,"Brad Hand","946","100.0","0.242","0.142","0.364","0.384","0.295","0.285","0.227","53","219","87.7","20.2","2445","86.4","84.15","138","449","493","-2.2","4.90","106","150","113","148","289","312","288"
"945",572403,"Drew VerHagen","945","100.0","0.304","0.200","0.357","0.504","0.374","0.330","0.264","70","230","89.1","8.8","2289","88.2","87.81","96","420","518","-0.4","5.95","109","149","114","148","298","326","292"
"941",543118,"Oliver Drake","941","100.0","0.181","0.176","0.225","0.357","0.264","0.278","0.210","36","199","88.5","7.5","1581","87.8","88.06","167","463","475","0.3","6.44","109","157","116","148","296","325","299"
"941",461872,"Anthony Swarzak","941","100.0","0.251","0.203","0.280","0.454","0.336","0.329","0.250","52","207","88.8","11.9","2372","89.1","88.70","117","415","525","-0.4","5.88","109","151","112","149","303","323","297"
"937",461325,"Tyler Clippard","937","100.0","0.176","0.181","0.207","0.356","0.263","0.264","0.186","38","216","85.0","21.9","2101","83.9","83.44","135","472","455","-0.5","6.01","111","153","117","150","288","313","290"
"935",605538,"Matt Wisler","935","100.0","0.272","0.218","0.343","0.490","0.343","0.301","0.244","56","206","87.7","14.9","2385","86.2","84.96","146","455","476","-1.2","5.50","111","153","117","147","304","325","299"
"935",501789,"Will Harris","935","100.0","0.196","0.098","0.247","0.294","0.238","0.269","0.221","42","214","87.2","4.0","2631","87.1","86.91","117","394","539","-0.2","6.20","112","154","116","150","289","317","299"
"934",605195,"Kyle Crick","934","100.0","0.224","0.208","0.274","0.432","0.348","0.313","0.196","41","183","85.6","13.6","2684","90.1","89.44","125","422","505","-0.7","5.87","110","149","123","148","308","327","300"
"934",673633,"Yoshihisa Hirano","934","100.0","0.249","0.146","0.317","0.395","0.312","0.296","0.217","51","205","87.1","10.7","1723","87.2","86.86","143","450","480","-0.3","5.93","110","152","116","150","302","328","302"
"933",502154,"Zack Britton","933","100.0","0.182","0.072","0.226","0.254","0.249","0.273","0.199","38","209","87.4","-8.9","2076","92.8","91.65","107","390","540","-1.2","5.49","107","152","112","148","293","322","287"
"932",656605,"Mitch Keller","932","100.0","0.348","0.198","0.478","0.546","0.396","0.314","0.265","72","207","87.2","10.5","2528","91.3","90.86","120","479","449","-0.4","5.86","109","150","119","148","304","324","297"
"925",475054,"Chaz Roe","925","100.0","0.251","0.097","0.359","0.349","0.312","0.304","0.233","49","195","86.1","12.0","2789","84.6","83.26","97","349","574","-1.3","5.67","108","155","115","148","294","323","295"
"923",518715,"Cory Gearrin","923","100.0","0.261","0.123","0.313","0.384","0.321","0.326","0.258","55","211","88.6","8.7","2476","87.9","86.80","81","405","512","-1.1","5.65","108","153","115","146","293","317","289"
"921",641835,"Tim Mayza","921","100.0","0.231","0.190","0.276","0.421","0.317","0.329","0.251","45","195","86.5","6.0","2153","91.8","92.08","143","438","480","0.3","6.41","107","150","114","147","302","322","297"
"918",641302,"Tyler Alexander","918","100.0","0.302","0.204","0.347","0.507","0.351","0.327","0.272","68","225","90.1","16.8","2224","87.3","86.84","88","481","433","-0.5","5.89","106","148","115","147","300","326","285"
"915",605280,"Clay Holmes","915","100.0","0.232","0.134","0.301","0.366","0.334","0.332","0.233","45","194","87.9","0.0","2226","90.3","89.96","94","342","561","-0.3","5.97","110","147","122","146","303","324","298"
"914",641627,"Trevor Gott","914","100.0","0.216","0.100","0.278","0.316","0.263","0.305","0.234","41","190","88.2","12.9","2105","91.9","90.95","106","440","470","-1.0","5.71","109","151","115","148","301","328","298"
"914",605121,"Justin Anderson","914","100.0","0.232","0.199","0.308","0.431","0.337","0.313","0.215","42","181","87.3","18.0","2268","89.3","89.36","119","419","494","0.1","6.31","112","151","113","147","294","316","291"
"911",518566,"Taylor Cole","911","100.0","0.286","0.113","0.366","0.399","0.327","0.317","0.281","58","203","86.8","7.1","2212","89.4","90.07","113","420","484","0.7","6.62","110","150","114","147","292","318","290"
"908",516969,"Kelvin Herrera","908","100.0","0.288","0.173","0.349","0.462","0.343","0.327","0.275","60","208","85.8","17.4","2197","92.2","91.64","119","451","454","-0.6","5.85","110","149","114","147","295","320","295"
"906",622259,"Trey Wingenter","906","100.0","0.187","0.137","0.271","0.324","0.285","0.295","0.196","34","182","88.3","14.7","2164","91.3","91.82","151","415","485","0.5","6.47","115","151","115","149","305","327","306"
"903",669203,"Corbin Burnes","903","100.0","0.330","0.292","0.424","0.623","0.422","0.352","0.272","70","212","89.0","9.7","2692","91.6","91.85","164","443","454","0.3","6.18","110","157","114","152","301","319","293"
"903",607192,"Tyler Glasnow","903","100.0","0.186","0.088","0.265","0.274","0.224","0.230","0.179","40","215","87.4","10.5","2445","92.8","94.88","112","394","508","2.1","7.37","109","153","113","146","288","322","296"
"901",641838,"Kevin McCarthy","901","100.0","0.285","0.130","0.318","0.414","0.318","0.316","0.281","68","239","89.2","3.3","1983","88.6","89.62","95","465","428","1.0","6.66","110","149","117","141","300","326","302"
"900",594027,"Tayron Guerrero","900","100.0","0.246","0.170","0.282","0.415","0.355","0.366","0.246","42","171","90.2","13.5","2140","96.6","96.94","127","452","442","0.3","6.48","107","152","118","146","300","326","299"
"900",663432,"Tanner Rainey","900","100.0","0.188","0.159","0.289","0.347","0.313","0.314","0.194","32","170","89.2","6.1","2435","94.6","94.53","168","413","481","-0.1","6.17","112","149","113","148","305","316","297"
"898",623184,"Scott Oberg","898","100.0","0.196","0.095","0.248","0.291","0.252","0.291","0.227","39","199","87.2","6.9","2316","90.3","90.60","118","423","472","0.3","6.12","112","152","115","147","308","334","311"
"897",519008,"T.J. McFarland","897","100.0","0.316","0.156","0.349","0.471","0.354","0.356","0.313","71","225","87.3","-0.3","1934","86.9","85.20","97","443","452","-1.7","5.18","109","149","116","150","300","325","301"
"895",605177,"Andrew Chafin","895","100.0","0.257","0.109","0.359","0.366","0.304","0.309","0.249","52","202","86.5","11.0","2253","90.1","90.02","151","443","447","-0.1","6.29","110","153","115","151","299","327","303"
"894",523260,"Joe Kelly","894","100.0","0.244","0.139","0.323","0.383","0.309","0.282","0.216","49","201","89.1","0.9","2483","92.7","92.07","99","375","516","-0.6","5.84","110","156","118","144","297","318","295"
"889",643778,"Tyler Webb","889","100.0","0.172","0.156","0.187","0.328","0.255","0.286","0.214","33","192","85.9","14.7","2112","85.9","85.99","96","421","462","0.1","6.23","115","152","113","150","297","323","301"
"888",545064,"Jairo Diaz","888","100.0","0.251","0.179","0.318","0.430","0.318","0.292","0.235","56","223","89.8","7.8","2273","93.1","92.24","135","457","428","-0.9","5.48","114","151","116","146","309","335","308"
"885",543483,"Matt Magill","885","100.0","0.251","0.187","0.328","0.438","0.320","0.323","0.258","51","203","90.2","13.4","2429","91.1","91.56","138","427","455","0.5","6.49","110","154","116","147","297","320","290"
"881",407845,"Fernando Rodney","881","100.0","0.269","0.126","0.344","0.396","0.334","0.308","0.233","49","182","87.6","9.0","1995","90.4","89.95","104","393","485","-0.5","5.96","110","149","115","148","297","314","296"
"878",656713,"Brendan McKay","878","100.0","0.268","0.207","0.333","0.475","0.337","0.322","0.261","53","198","90.5","16.7","2148","89.7","89.50","102","429","448","-0.2","6.23","107","159","117","149","298","326","297"
"877",502026,"Jeremy Jeffress","877","100.0","0.269","0.124","0.327","0.393","0.322","0.335","0.272","54","201","86.2","7.6","2137","89.9","89.89","87","420","445","0.0","6.17","109","156","113","150","302","321","294"
"870",621363,"Colin Poche","870","100.0","0.181","0.192","0.238","0.374","0.282","0.261","0.170","33","182","88.7","29.8","2295","91.9","92.96","163","465","398","1.1","6.93","107","153","112","148","296","326","298"
"868",607560,"Ryne Harper","868","100.0","0.257","0.162","0.301","0.419","0.301","0.319","0.265","54","210","88.6","14.1","2122","80.0","79.89","102","421","445","-0.1","6.08","110","154","115","147","293","323","291"
